image_path,augmented_image_path,caption,augmented_caption
images_folder/26904.jpg,images_folder/26904_aug.jpg,A little yellow bird perched on a green bird feeder .,A little green bird perched on a yellow bird feeder .
images_folder/26990.jpg,images_folder/26990_aug.jpg,A stuffed brown bear with a blue tie .,A stuffed blue bear with a brown tie .
images_folder/27096.jpg,images_folder/27096_aug.jpg,Worn down blue shoes and a black skateboard,Worn down black shoes and a blue skateboard
images_folder/27134.jpg,images_folder/27134_aug.jpg,A white horse and a brown horse standing together .,A brown horse and a white horse standing together .
images_folder/27462.jpg,images_folder/27462_aug.jpg,a beautiful white room with brown titles   well decorated .,a beautiful brown room with white titles   well decorated .
images_folder/27488.jpg,images_folder/27488_aug.jpg,A yellow seahorse kite flying above a green bear .,A green seahorse kite flying above a yellow bear .
images_folder/27554.jpg,images_folder/27554_aug.jpg,A large brown vase sitting on green plants .,A large green vase sitting on brown plants .
images_folder/27621.jpg,images_folder/27621_aug.jpg,a tan vase holding five large pink flowers .,a pink vase holding five large tan flowers .
images_folder/27711.jpg,images_folder/27711_aug.jpg,A gray cat is looking at an upside down blue bicycle .,A blue cat is looking at an upside down gray bicycle .
images_folder/27797.jpg,images_folder/27797_aug.jpg,A red valve attached to a silver pipe .,A silver valve attached to a red pipe .
images_folder/27850.jpg,images_folder/27850_aug.jpg,One brown sheep stands next to many white sheep .,One white sheep stands next to many brown sheep .
images_folder/27872.jpg,images_folder/27872_aug.jpg,A yellow fire hydrant wears a white hat .,A white fire hydrant wears a yellow hat .
images_folder/27879.jpg,images_folder/27879_aug.jpg,A red fire hydrant surrounded by yellow flowers .,A yellow fire hydrant surrounded by red flowers .
images_folder/27911.jpg,images_folder/27911_aug.jpg,A silver truck parked next to a green truck .,A green truck parked next to a silver truck .
images_folder/27916.jpg,images_folder/27916_aug.jpg,A red stop sign sitting under a green street sign .,A green stop sign sitting under a red street sign .
images_folder/27998.jpg,images_folder/27998_aug.jpg,An orange cat lays in a black duffel bag .,An black cat lays in a orange duffel bag .
images_folder/28045.jpg,images_folder/28045_aug.jpg,A white cat is sitting on a black case .,A black cat is sitting on a white case .
images_folder/28206.jpg,images_folder/28206_aug.jpg,A white work horse pulling a red wheeled vehicle .,A red work horse pulling a white wheeled vehicle .
images_folder/28387.jpg,images_folder/28387_aug.jpg,A blue cake with gold stars being sliced and served .,A gold cake with blue stars being sliced and served .
images_folder/28568.jpg,images_folder/28568_aug.jpg,Looking down at white plastic teddy bears on a blue table,Looking down at blue plastic teddy bears on a white table
images_folder/28641.jpg,images_folder/28641_aug.jpg,Red roses are in a blue bucket next to a pink rose .,blue roses are in a Red bucket next to a pink rose .
images_folder/28803.jpg,images_folder/28803_aug.jpg,Red restaurant bar jackpots sign with a blue star .,blue restaurant bar jackpots sign with a Red star .
images_folder/29065.jpg,images_folder/29065_aug.jpg,Large orange cat laying across a grey colored couch .,Large grey cat laying across a orange colored couch .
images_folder/29218.jpg,images_folder/29218_aug.jpg,A beautiful white horse pulling a green carriage .,A beautiful green horse pulling a white carriage .
images_folder/29301.jpg,images_folder/29301_aug.jpg,two legs yellow shoes and a green skateboard,two legs green shoes and a yellow skateboard
images_folder/29592.jpg,images_folder/29592_aug.jpg,A blue colander is next to a white microwave .,A white colander is next to a blue microwave .
images_folder/29687.jpg,images_folder/29687_aug.jpg,A brown teddy bear hanging from a green sign .,A green teddy bear hanging from a brown sign .
images_folder/29785.jpg,images_folder/29785_aug.jpg,A white toilet with a brown wooden seat .,A brown toilet with a white wooden seat .
images_folder/29803.jpg,images_folder/29803_aug.jpg,A black leather clad person on a white motorcycle .,A white leather clad person on a black motorcycle .
images_folder/29805.jpg,images_folder/29805_aug.jpg,A silver bike parked outside of a tan building,A tan bike parked outside of a silver building
images_folder/29899.jpg,images_folder/29899_aug.jpg,A grey fighter jet in blue cloudy sky .,A blue fighter jet in grey cloudy sky .
images_folder/29952.jpg,images_folder/29952_aug.jpg,A yellow fire hydrant sitting next to red post .,A red fire hydrant sitting next to yellow post .
images_folder/30071.jpg,images_folder/30071_aug.jpg,There is a bright yellow parking meter on a red sidewalk,There is a bright red parking meter on a yellow sidewalk
images_folder/30103.jpg,images_folder/30103_aug.jpg,A white cow walking across a green pasture field .,A green cow walking across a white pasture field .
images_folder/30156.jpg,images_folder/30156_aug.jpg,a red basket is sitting in a blue chair,a blue basket is sitting in a red chair
images_folder/30219.jpg,images_folder/30219_aug.jpg,A large brown bear walking through a green forest .,A large green bear walking through a brown forest .
images_folder/30685.jpg,images_folder/30685_aug.jpg,A blue vase filled with yellow tiny flowers .,A yellow vase filled with blue tiny flowers .
images_folder/30779.jpg,images_folder/30779_aug.jpg,A white bathroom with an orange shower curtain .,A orange bathroom with an white shower curtain .
images_folder/30810.jpg,images_folder/30810_aug.jpg,A white bowl filled with green Granny Smith apples .,A green bowl filled with white Granny Smith apples .
images_folder/30857.jpg,images_folder/30857_aug.jpg,A small black goat sits next to a white large goat .,A small white goat sits next to a black large goat .
images_folder/31063.jpg,images_folder/31063_aug.jpg,A black horse stabled and leashed with a blue lead .,A blue horse stabled and leashed with a black lead .
images_folder/31112.jpg,images_folder/31112_aug.jpg,a brown cow is standing under a green tree,a green cow is standing under a brown tree
images_folder/31207.jpg,images_folder/31207_aug.jpg,a brown dog is laying on a gray couch,a gray dog is laying on a brown couch
images_folder/31211.jpg,images_folder/31211_aug.jpg,A brown dog laying in a red wicker bed .,A red dog laying in a brown wicker bed .
images_folder/31270.jpg,images_folder/31270_aug.jpg,there is a black horse and a white horse together,there is a white horse and a black horse together
images_folder/31918.jpg,images_folder/31918_aug.jpg,A white jet airliner flying in blue cloudy sky .,A blue jet airliner flying in white cloudy sky .
images_folder/31962.jpg,images_folder/31962_aug.jpg,a black goat standing next to two white goats,a white goat standing next to two black goats
images_folder/32045.jpg,images_folder/32045_aug.jpg,A red train traveling past a white train .,A white train traveling past a red train .
images_folder/32241.jpg,images_folder/32241_aug.jpg,A long haired black bear approaching a green truck .,A long haired green bear approaching a black truck .
images_folder/32313.jpg,images_folder/32313_aug.jpg,Several orange wedges sit on a white plate .,Several white wedges sit on a orange plate .
images_folder/32636.jpg,images_folder/32636_aug.jpg,A white decorative vase sits on a black table .,A black decorative vase sits on a white table .
images_folder/32753.jpg,images_folder/32753_aug.jpg,A brown stuffed teddy bear wearing a red bow tie .,A red stuffed teddy bear wearing a brown bow tie .
images_folder/33022.jpg,images_folder/33022_aug.jpg,A yellow fire hydrant with a blue painted top .,A blue fire hydrant with a yellow painted top .
images_folder/33031.jpg,images_folder/33031_aug.jpg,A red double decker bus parks next to a large white awning .,A white double decker bus parks next to a large red awning .
images_folder/33260.jpg,images_folder/33260_aug.jpg,Bright blue suitcase waiting on a white bed .,Bright white suitcase waiting on a blue bed .
images_folder/33266.jpg,images_folder/33266_aug.jpg,A black scruffy dog laying down on a white blanket,A white scruffy dog laying down on a black blanket
images_folder/33267.jpg,images_folder/33267_aug.jpg,A small black dog sitting in an orange checkered chair .,A small orange dog sitting in an black checkered chair .
images_folder/33767.jpg,images_folder/33767_aug.jpg,a white cup is sitting on a blue thing,a blue cup is sitting on a white thing
images_folder/33914.jpg,images_folder/33914_aug.jpg,a smiling yellow cake on a white square plate,a smiling white cake on a yellow square plate
images_folder/33976.jpg,images_folder/33976_aug.jpg,A large white airplane with blue tail parked .,A large blue airplane with white tail parked .
images_folder/34016.jpg,images_folder/34016_aug.jpg,A white bicycle parked next to a brown brick wall .,A brown bicycle parked next to a white brick wall .
images_folder/34040.jpg,images_folder/34040_aug.jpg,A yellow school bus driving past a red brick building .,A red school bus driving past a yellow brick building .
images_folder/34093.jpg,images_folder/34093_aug.jpg,A white sign and a red sign are next to each other .,A red sign and a white sign are next to each other .
images_folder/34210.jpg,images_folder/34210_aug.jpg,A white cat is on a brown computer desk .,A brown cat is on a white computer desk .
images_folder/34212.jpg,images_folder/34212_aug.jpg,An orange cat rests on a white counter top,An white cat rests on a orange counter top
images_folder/34258.jpg,images_folder/34258_aug.jpg,A lush green field full of yellow umbrellas .,A lush yellow field full of green umbrellas .
images_folder/34307.jpg,images_folder/34307_aug.jpg,Three black suitcases two big and one small sitting on a grey rug,Three grey suitcases two big and one small sitting on a black rug
images_folder/34780.jpg,images_folder/34780_aug.jpg,A tall yellow vase stands before a pink pillar .,A tall pink vase stands before a yellow pillar .
images_folder/34897.jpg,images_folder/34897_aug.jpg,A small white bathroom with a brown tile floor .,A small brown bathroom with a white tile floor .
images_folder/34906.jpg,images_folder/34906_aug.jpg,A pink bunny in a blue water toilet bowl .,A blue bunny in a pink water toilet bowl .
images_folder/35623.jpg,images_folder/35623_aug.jpg,A black dinning room table sitting in a yellow dinning room .,A yellow dinning room table sitting in a black dinning room .
images_folder/35960.jpg,images_folder/35960_aug.jpg,a white jet with black letters is flying,a black jet with white letters is flying
images_folder/35969.jpg,images_folder/35969_aug.jpg,A white airplane is parked on a green runway .,A green airplane is parked on a white runway .
images_folder/35981.jpg,images_folder/35981_aug.jpg,A large white airplane flying beneath a blue sky .,A large blue airplane flying beneath a white sky .
images_folder/36050.jpg,images_folder/36050_aug.jpg,some white sheep with blue numbers are grazing,some blue sheep with white numbers are grazing
images_folder/36073.jpg,images_folder/36073_aug.jpg,Two green birds are perched next to a gray bird,Two gray birds are perched next to a green bird
images_folder/36155.jpg,images_folder/36155_aug.jpg,A red stop sign under a green street sign .,A green stop sign under a red street sign .
images_folder/36180.jpg,images_folder/36180_aug.jpg,An adorable black kitten standing inside of a brown purse .,An adorable brown kitten standing inside of a black purse .
images_folder/36184.jpg,images_folder/36184_aug.jpg,a large white cat laying next to a closet and black shoes,a large black cat laying next to a closet and white shoes
images_folder/36189.jpg,images_folder/36189_aug.jpg,A black cat sitting on a red suitcase .,A red cat sitting on a black suitcase .
images_folder/36203.jpg,images_folder/36203_aug.jpg,A very big black animal in a lush green area .,A very big green animal in a lush black area .
images_folder/36404.jpg,images_folder/36404_aug.jpg,An adult black horse and a young brown horse interacting .,An adult brown horse and a young black horse interacting .
images_folder/36408.jpg,images_folder/36408_aug.jpg,A brown horse is sniffing a black horse .,A black horse is sniffing a brown horse .
images_folder/36881.jpg,images_folder/36881_aug.jpg,A lime green kitchen with white tiled floor .,A lime white kitchen with green tiled floor .
images_folder/37024.jpg,images_folder/37024_aug.jpg,This green dufell bag sits next to a brown seat,This brown dufell bag sits next to a green seat
images_folder/37083.jpg,images_folder/37083_aug.jpg,A red fire hydrant next to a black wall .,A black fire hydrant next to a red wall .
images_folder/37088.jpg,images_folder/37088_aug.jpg,A large white sheep next to a small black one,A large black sheep next to a small white one
images_folder/37206.jpg,images_folder/37206_aug.jpg,A black cat has a white bow tie on .,A white cat has a black bow tie on .
images_folder/37262.jpg,images_folder/37262_aug.jpg,a brown cat staring outside with blue eyes,a blue cat staring outside with brown eyes
images_folder/37332.jpg,images_folder/37332_aug.jpg,A large brown bear walking across a lush green field .,A large green bear walking across a lush brown field .
images_folder/37383.jpg,images_folder/37383_aug.jpg,Two brown horses standing on a lush green hill .,Two green horses standing on a lush brown hill .
images_folder/37780.jpg,images_folder/37780_aug.jpg,some pink flowers are in a green vase,some green flowers are in a pink vase
images_folder/37852.jpg,images_folder/37852_aug.jpg,a small brown steeple with two white clocks,a small white steeple with two brown clocks
images_folder/37971.jpg,images_folder/37971_aug.jpg,a white toilet in a black counter bathroom,a black toilet in a white counter bathroom
images_folder/37974.jpg,images_folder/37974_aug.jpg,A black cat is inside a white toilet .,A white cat is inside a black toilet .
images_folder/38006.jpg,images_folder/38006_aug.jpg,Large black motorcycle sitting next to a white building .,Large white motorcycle sitting next to a black building .
images_folder/38007.jpg,images_folder/38007_aug.jpg,A souped - up black motorcycle is parked on a red brick sidewalk .,A souped - up red motorcycle is parked on a black brick sidewalk .
images_folder/38023.jpg,images_folder/38023_aug.jpg,A black motorcycle is parked on grey cobblestones .,A grey motorcycle is parked on black cobblestones .
images_folder/38041.jpg,images_folder/38041_aug.jpg,A grey plane flying in clear blue skies .,A blue plane flying in clear grey skies .
images_folder/38105.jpg,images_folder/38105_aug.jpg,Two red buses parked next to two white buses .,Two white buses parked next to two red buses .
images_folder/38151.jpg,images_folder/38151_aug.jpg,A red stop sign underneath green street signs .,A green stop sign underneath red street signs .
images_folder/38256.jpg,images_folder/38256_aug.jpg,A red stop sign next to a blue street sign .,A blue stop sign next to a red street sign .
images_folder/38298.jpg,images_folder/38298_aug.jpg,A gray cat sitting next to two purple shoes .,A purple cat sitting next to two gray shoes .
images_folder/38384.jpg,images_folder/38384_aug.jpg,two black backpacks chair and a tan suitcase,two tan backpacks chair and a black suitcase
images_folder/38647.jpg,images_folder/38647_aug.jpg,A white wedding cake with pink flowers attached .,A pink wedding cake with white flowers attached .
images_folder/38887.jpg,images_folder/38887_aug.jpg,there are white flowers in a brown vase,there are brown flowers in a white vase
images_folder/38979.jpg,images_folder/38979_aug.jpg,a red pole in a white and dirty bathroom,a white pole in a red and dirty bathroom
images_folder/39085.jpg,images_folder/39085_aug.jpg,A white pickup truck waiting at a red light .,A red pickup truck waiting at a white light .
images_folder/39183.jpg,images_folder/39183_aug.jpg,A black cat wearing a green party hat .,A green cat wearing a black party hat .
images_folder/39296.jpg,images_folder/39296_aug.jpg,A brown cow standing in a lush green field .,A green cow standing in a lush brown field .
images_folder/39334.jpg,images_folder/39334_aug.jpg,A large gray elephant standing on a lush green field .,A large green elephant standing on a lush gray field .
images_folder/39419.jpg,images_folder/39419_aug.jpg,A brown dog standing next to a white rabbit .,A white dog standing next to a brown rabbit .
images_folder/39879.jpg,images_folder/39879_aug.jpg,A tall brown building with a large white clock .,A tall white building with a large brown clock .
images_folder/39901.jpg,images_folder/39901_aug.jpg,Yellow chrysanthemums are arranged in two white holders .,white chrysanthemums are arranged in two Yellow holders .
images_folder/40067.jpg,images_folder/40067_aug.jpg,A red fire hydrant surrounded by yellow pillars,A yellow fire hydrant surrounded by red pillars
images_folder/40136.jpg,images_folder/40136_aug.jpg,A white seagull is flying over the blue water .,A blue seagull is flying over the white water .
images_folder/40138.jpg,images_folder/40138_aug.jpg,A green street sign mounted to a white street light pole .,A white street sign mounted to a green street light pole .
images_folder/40166.jpg,images_folder/40166_aug.jpg,A gray cat is laying on a pink duster .,A pink cat is laying on a gray duster .
images_folder/40199.jpg,images_folder/40199_aug.jpg,A brown dog wearing a red bow tie .,A red dog wearing a brown bow tie .
images_folder/40490.jpg,images_folder/40490_aug.jpg,The large pink flowers have a yellow vase,The large yellow flowers have a pink vase
images_folder/40523.jpg,images_folder/40523_aug.jpg,A red table topped with four white place mats .,A white table topped with four red place mats .
images_folder/40580.jpg,images_folder/40580_aug.jpg,The yellow truck is riding behind the grey city bus .,The grey truck is riding behind the yellow city bus .
images_folder/40696.jpg,images_folder/40696_aug.jpg,A faded red fire hydrant in a lush green grass covered field .,A faded green fire hydrant in a lush red grass covered field .
images_folder/41383.jpg,images_folder/41383_aug.jpg,a large white clock is on a black pole,a large black clock is on a white pole
images_folder/41589.jpg,images_folder/41589_aug.jpg,There is a yellow bathroom stocked with white towels .,There is a white bathroom stocked with yellow towels .
images_folder/41613.jpg,images_folder/41613_aug.jpg,A white bathroom is accented with black mats .,A black bathroom is accented with white mats .
images_folder/41727.jpg,images_folder/41727_aug.jpg,there is two yellow signs on a silver pole,there is two silver signs on a yellow pole
images_folder/41732.jpg,images_folder/41732_aug.jpg,White sheep are grazing in a green field .,green sheep are grazing in a White field .
images_folder/41763.jpg,images_folder/41763_aug.jpg,White sheep are grazing in a green pasture .,green sheep are grazing in a White pasture .
images_folder/41875.jpg,images_folder/41875_aug.jpg,A black kitten wearing a red knitted collar .,A red kitten wearing a black knitted collar .
images_folder/41885.jpg,images_folder/41885_aug.jpg,an orange fluffy cat is curled up inside of a white bowl .,an white fluffy cat is curled up inside of a orange bowl .
images_folder/42616.jpg,images_folder/42616_aug.jpg,A white bathroom is shown with brown rugs .,A brown bathroom is shown with white rugs .
images_folder/42667.jpg,images_folder/42667_aug.jpg,A red brick building next to a green door .,A green brick building next to a red door .
images_folder/42785.jpg,images_folder/42785_aug.jpg,A black van parked outside of a red sided building .,A red van parked outside of a black sided building .
images_folder/42891.jpg,images_folder/42891_aug.jpg,A yellow train is pulling other orange cars .,A orange train is pulling other yellow cars .
images_folder/42934.jpg,images_folder/42934_aug.jpg,Brown cows walking and laying in a green pasture .,green cows walking and laying in a Brown pasture .
images_folder/42941.jpg,images_folder/42941_aug.jpg,A small brown dog wearing a black tie .,A small black dog wearing a brown tie .
images_folder/42964.jpg,images_folder/42964_aug.jpg,A black cat sitting inside of a white tub .,A white cat sitting inside of a black tub .
images_folder/43054.jpg,images_folder/43054_aug.jpg,A white horse is standing close to a brown horse .,A brown horse is standing close to a white horse .
images_folder/43089.jpg,images_folder/43089_aug.jpg,Steamed green broccoli spears and orange carrot slices .,Steamed orange broccoli spears and green carrot slices .
images_folder/43379.jpg,images_folder/43379_aug.jpg,A gray and white mouse with a red light .,A red and white mouse with a gray light .
images_folder/43516.jpg,images_folder/43516_aug.jpg,A black vase full of yellow wilted sunflowers .,A yellow vase full of black wilted sunflowers .
images_folder/43665.jpg,images_folder/43665_aug.jpg,A yellow mop bucket sitting next to a white toilet .,A white mop bucket sitting next to a yellow toilet .
images_folder/43840.jpg,images_folder/43840_aug.jpg,Two green birds with red heads standing next to each other .,Two red birds with green heads standing next to each other .
images_folder/43853.jpg,images_folder/43853_aug.jpg,A black bird is just sitting in some green grass .,A green bird is just sitting in some black grass .
images_folder/43968.jpg,images_folder/43968_aug.jpg,A brown cow standing next to a black horse .,A black cow standing next to a brown horse .
images_folder/44092.jpg,images_folder/44092_aug.jpg,A brown teddy bear holding an open red book .,A red teddy bear holding an open brown book .
images_folder/44111.jpg,images_folder/44111_aug.jpg,A big black bear lays down in a lush green open field,A big green bear lays down in a lush black open field
images_folder/44170.jpg,images_folder/44170_aug.jpg,A pink flower is blooming on a green plant,A green flower is blooming on a pink plant
images_folder/44241.jpg,images_folder/44241_aug.jpg,A white plastic cutting board with yellow food .,A yellow plastic cutting board with white food .
images_folder/44558.jpg,images_folder/44558_aug.jpg,The many pink flowers are in a white vase .,The many white flowers are in a pink vase .
images_folder/44680.jpg,images_folder/44680_aug.jpg,White bathroom with grey tile and well lit .,grey bathroom with White tile and well lit .
images_folder/44700.jpg,images_folder/44700_aug.jpg,A red stop sign is prominent against a black background .,A black stop sign is prominent against a red background .
images_folder/44797.jpg,images_folder/44797_aug.jpg,there is a silver traffic light next to a white street sign,there is a white traffic light next to a silver street sign
images_folder/44920.jpg,images_folder/44920_aug.jpg,A white road curve sign under a blue sky .,A blue road curve sign under a white sky .
images_folder/44948.jpg,images_folder/44948_aug.jpg,A long green grain traveling past a white building .,A long white grain traveling past a green building .
images_folder/44984.jpg,images_folder/44984_aug.jpg,A few brown cows are among many white longhorns .,A few white cows are among many brown longhorns .
images_folder/45114.jpg,images_folder/45114_aug.jpg,A brown dog is laying on a blue detailed rug .,A blue dog is laying on a brown detailed rug .
images_folder/45210.jpg,images_folder/45210_aug.jpg,A red headed man holds his yellow skate board .,A yellow headed man holds his red skate board .
images_folder/45585.jpg,images_folder/45585_aug.jpg,Two black girls brushing a white womans hair,Two white girls brushing a black womans hair
images_folder/45829.jpg,images_folder/45829_aug.jpg,A green fire hydrant sitting between three yellow post .,A yellow fire hydrant sitting between three green post .
images_folder/45873.jpg,images_folder/45873_aug.jpg,The black cat is wearing a gray bow .,The gray cat is wearing a black bow .
images_folder/45907.jpg,images_folder/45907_aug.jpg,Two gray birds standing in a green field .,Two green birds standing in a gray field .
images_folder/45932.jpg,images_folder/45932_aug.jpg,Small brown bird standing on a thin green branch .,Small green bird standing on a thin brown branch .
images_folder/46113.jpg,images_folder/46113_aug.jpg,A brown bear is wading in choppy gray water .,A gray bear is wading in choppy brown water .
images_folder/46189.jpg,images_folder/46189_aug.jpg,a brown baseball glove and a white baseball,a white baseball glove and a brown baseball
images_folder/46518.jpg,images_folder/46518_aug.jpg,A teddy bear wearing a red jacket sits on a beige carpet .,A teddy bear wearing a beige jacket sits on a red carpet .
images_folder/46582.jpg,images_folder/46582_aug.jpg,An open white laptop computer sitting on a black desk .,An open black laptop computer sitting on a white desk .
images_folder/46705.jpg,images_folder/46705_aug.jpg,A white bathroom with a large blue rug .,A blue bathroom with a large white rug .
images_folder/46767.jpg,images_folder/46767_aug.jpg,Close up of white USAF fighter jets in a blue sky,Close up of blue USAF fighter jets in a white sky
images_folder/46835.jpg,images_folder/46835_aug.jpg,A yellow fire hydrant sits along a red painted curb .,A red fire hydrant sits along a yellow painted curb .
images_folder/46861.jpg,images_folder/46861_aug.jpg,Old red double decker bus parked outside a pink bricked building,Old pink double decker bus parked outside a red bricked building
images_folder/46879.jpg,images_folder/46879_aug.jpg,A green greyhound bus sitting next to a blue double decker .,A blue greyhound bus sitting next to a green double decker .
images_folder/46897.jpg,images_folder/46897_aug.jpg,a black bird is standing near a white tower,a white bird is standing near a black tower
images_folder/46899.jpg,images_folder/46899_aug.jpg,A green highway sign beneath a beautiful blue sky .,A blue highway sign beneath a beautiful green sky .
images_folder/46982.jpg,images_folder/46982_aug.jpg,An orange cat sitting underneath a white umbrella .,An white cat sitting underneath a orange umbrella .
images_folder/46985.jpg,images_folder/46985_aug.jpg,A red truck has gray cargo on back .,A gray truck has red cargo on back .
images_folder/46991.jpg,images_folder/46991_aug.jpg,A blue company car is parked with white tires,A white company car is parked with blue tires
images_folder/47005.jpg,images_folder/47005_aug.jpg,An orange trash truck driving past white houses .,An white trash truck driving past orange houses .
images_folder/47130.jpg,images_folder/47130_aug.jpg,A large brown dog chewing on a red frisbee .,A large red dog chewing on a brown frisbee .
images_folder/47538.jpg,images_folder/47538_aug.jpg,A red airplane kite is in the blue sky .,A blue airplane kite is in the red sky .
images_folder/47738.jpg,images_folder/47738_aug.jpg,A white bathroom has an aqua colored container .,A aqua bathroom has an white colored container .
images_folder/47743.jpg,images_folder/47743_aug.jpg,a powder blue bathroom with a white toilet and tile floor,a powder white bathroom with a blue toilet and tile floor
images_folder/47874.jpg,images_folder/47874_aug.jpg,A large black dog laying on a green grass covered field .,A large green dog laying on a black grass covered field .
images_folder/47895.jpg,images_folder/47895_aug.jpg,A large red fire hydrant in on a white cobblestone sidewalk .,A large white fire hydrant in on a red cobblestone sidewalk .
images_folder/47957.jpg,images_folder/47957_aug.jpg,A blue stop sign hung on a brown wall .,A brown stop sign hung on a blue wall .
images_folder/48006.jpg,images_folder/48006_aug.jpg,A brown cat sitting on a grey couch .,A grey cat sitting on a brown couch .
images_folder/48009.jpg,images_folder/48009_aug.jpg,there is a black cat laying on a white bed,there is a white cat laying on a black bed
images_folder/48030.jpg,images_folder/48030_aug.jpg,some brown animals are standing in a green field,some green animals are standing in a brown field
images_folder/48623.jpg,images_folder/48623_aug.jpg,A silver cell phone next to a red mitten .,A red cell phone next to a silver mitten .
images_folder/48648.jpg,images_folder/48648_aug.jpg,A brown bear and a white bunny sitting next to each other .,A white bear and a brown bunny sitting next to each other .
images_folder/48797.jpg,images_folder/48797_aug.jpg,A white scooter is shown by a red wall .,A red scooter is shown by a white wall .
images_folder/48801.jpg,images_folder/48801_aug.jpg,A black and silver brush in a white toilet bowl .,A white and silver brush in a black toilet bowl .
images_folder/48841.jpg,images_folder/48841_aug.jpg,a black television is on a white table,a white television is on a black table
images_folder/49013.jpg,images_folder/49013_aug.jpg,An adorable small brown chihuahua wearing a white hat .,An adorable small white chihuahua wearing a brown hat .
images_folder/49023.jpg,images_folder/49023_aug.jpg,A white sheep standing in a green field .,A green sheep standing in a white field .
images_folder/49616.jpg,images_folder/49616_aug.jpg,A yellow stuffed bear next to a pink stuffed bear .,A pink stuffed bear next to a yellow stuffed bear .
images_folder/49691.jpg,images_folder/49691_aug.jpg,Two decorative plastic black flowers in a white stand .,Two decorative plastic white flowers in a black stand .
images_folder/49692.jpg,images_folder/49692_aug.jpg,A large purple flower sticking out of a white vase .,A large white flower sticking out of a purple vase .
images_folder/49694.jpg,images_folder/49694_aug.jpg,a pretty pink flower in a red vase,a pretty red flower in a pink vase
images_folder/49847.jpg,images_folder/49847_aug.jpg,an orange plane flying by in a blue sky,an blue plane flying by in a orange sky
images_folder/49895.jpg,images_folder/49895_aug.jpg,a silver jet flying against a white sky background,a white jet flying against a silver sky background
images_folder/50014.jpg,images_folder/50014_aug.jpg,Large brown cow standing beside a green building .,Large green cow standing beside a brown building .
images_folder/50018.jpg,images_folder/50018_aug.jpg,A gray cat is sitting in an empty red suitcase .,A red cat is sitting in an empty gray suitcase .
images_folder/50050.jpg,images_folder/50050_aug.jpg,A fluffy grey elephant laying on a blue cushion .,A fluffy blue elephant laying on a grey cushion .
images_folder/50376.jpg,images_folder/50376_aug.jpg,A yellow surfboard is leaning against a white wall .,A white surfboard is leaning against a yellow wall .
images_folder/50713.jpg,images_folder/50713_aug.jpg,a tall blue vase sitting next to a green tree .,a tall green vase sitting next to a blue tree .
images_folder/50827.jpg,images_folder/50827_aug.jpg,A pea green bathroom with a white toilet .,A pea white bathroom with a green toilet .
images_folder/51033.jpg,images_folder/51033_aug.jpg,An orange truck parked next to a blue dump truck,An blue truck parked next to a orange dump truck
images_folder/51044.jpg,images_folder/51044_aug.jpg,An orange tabby cat lays in a white wicker chair .,An white tabby cat lays in a orange wicker chair .
images_folder/51128.jpg,images_folder/51128_aug.jpg,The white dog is sleeping on the blue blanket .,The blue dog is sleeping on the white blanket .
images_folder/51206.jpg,images_folder/51206_aug.jpg,A very pretty brown horse standing near a red wall .,A very pretty red horse standing near a brown wall .
images_folder/51207.jpg,images_folder/51207_aug.jpg,A white horse is looking at the brown earth .,A brown horse is looking at the white earth .
images_folder/51265.jpg,images_folder/51265_aug.jpg,A white bowl full of cut orange slices,A orange bowl full of cut white slices
images_folder/51268.jpg,images_folder/51268_aug.jpg,Cut up blood red oranges lay on a blue surface .,Cut up blood blue oranges lay on a red surface .
images_folder/51497.jpg,images_folder/51497_aug.jpg,A purple bed sitting next to a small black table .,A black bed sitting next to a small purple table .
images_folder/51840.jpg,images_folder/51840_aug.jpg,A clean beige bathroom with a white sink .,A clean white bathroom with a beige sink .
images_folder/51937.jpg,images_folder/51937_aug.jpg,A bed and white propeller plane flying through a blue sky .,A bed and blue propeller plane flying through a white sky .
images_folder/51974.jpg,images_folder/51974_aug.jpg,A white airplane flying in a crisp blue sky .,A blue airplane flying in a crisp white sky .
images_folder/51997.jpg,images_folder/51997_aug.jpg,some yellow plants in a small green bucket,some green plants in a small yellow bucket
images_folder/52065.jpg,images_folder/52065_aug.jpg,Two white storks standing in a green field .,Two green storks standing in a white field .
images_folder/52090.jpg,images_folder/52090_aug.jpg,Red steps lead up to a yellow train car .,yellow steps lead up to a Red train car .
images_folder/52153.jpg,images_folder/52153_aug.jpg,A black cat laying on a green pillow .,A green cat laying on a black pillow .
images_folder/52159.jpg,images_folder/52159_aug.jpg,Two grey tabby cats resting on a blue blanket .,Two blue tabby cats resting on a grey blanket .
images_folder/52183.jpg,images_folder/52183_aug.jpg,A black cow standing next to a white cow .,A white cow standing next to a black cow .
images_folder/52237.jpg,images_folder/52237_aug.jpg,there are several black tables and white umbrellas outside,there are several white tables and black umbrellas outside
images_folder/52285.jpg,images_folder/52285_aug.jpg,a black suitcase and a blue suitcase,a blue suitcase and a black suitcase
images_folder/52303.jpg,images_folder/52303_aug.jpg,a white greyhound standing on a red chair,a red greyhound standing on a white chair
images_folder/52312.jpg,images_folder/52312_aug.jpg,A large black dog standing next to a red frisbee .,A large red dog standing next to a black frisbee .
images_folder/52848.jpg,images_folder/52848_aug.jpg,A white bathroom with a beige shower curtain,A beige bathroom with a white shower curtain
